date,hour,predicted_temperature,actual_temperature
2024-01-01,0,14.569972758880281,14.488336181640648
2024-01-01,1,14.374096028834057,14.245996093750025
2024-01-01,2,14.273199232270404,14.143945312500025
2024-01-01,3,15.787253528625378,15.93872985839846
2024-01-01,4,18.871270469579095,19.76709899902346
2024-01-01,5,21.30145995371873,22.68087158203128
2024-01-01,6,23.197897993953863,24.872476196289085
2024-01-01,7,24.380161886101305,26.002465820312523
2024-01-01,8,25.238832388610867,26.792581176757835
2024-01-01,9,25.74723597298076,27.34870300292971
2024-01-01,10,25.939765450216132,27.49274597167971
2024-01-01,11,25.732219457541778,27.2199645996094
2024-01-01,12,24.6815391095388,26.17136535644533
2024-01-01,13,22.784294411580024,24.363214111328148
2024-01-01,14,21.054048892537054,22.4687438964844
2024-01-01,15,19.94338385166516,21.170327758789085
2024-01-01,16,19.06216215203026,20.105371093750023
2024-01-01,17,18.176262078338375,19.12024841308596
2024-01-01,18,17.35812585484954,18.265191650390648
2024-01-01,19,16.69672249480955,17.43403015136721
2024-01-01,20,16.120447139245734,16.885064697265648
2024-01-01,21,15.631096785740738,16.456445312500023
2024-01-01,22,15.231279687227849,16.127343750000023
2024-01-01,23,14.898409433833022,15.858193969726583
2024-01-02,0,14.594230983544026,15.61457214355471
2024-01-02,1,14.398028129228214,15.479913330078148
2024-01-02,2,14.296963344899629,15.414849853515648
2024-01-02,3,15.813538460605605,16.72028503417971
2024-01-02,4,18.90269012466818,19.909967041015648
2024-01-02,5,21.336925744202667,22.37619934082033
2024-01-02,6,23.23652125225206,24.42087707519533
2024-01-02,7,24.42075355048936,25.6677185058594
2024-01-02,8,25.28085369341807,26.68039855957033
2024-01-02,9,25.79010374253938,27.26435241699221
2024-01-02,10,25.982953771047594,27.43872985839846
2024-01-02,11,25.77506222540607,27.19480285644533
2024-01-02,12,24.722632550870134,26.089166259765648
2024-01-02,13,22.822229042055167,23.995660400390648
2024-01-02,14,21.089102756848874,22.490319824218773
2024-01-02,15,19.976588518141575,21.347528076171898
2024-01-02,16,19.09389963155155,20.288995361328148
2024-01-02,17,18.206524581662187,19.261102294921898
2024-01-02,18,17.387026205158833,18.308679199218773
2024-01-02,19,16.724521643931535,17.100183105468773
2024-01-02,20,16.147286820750665,16.426751708984398
2024-01-02,21,15.657121725103657,15.797235107421898
2024-01-02,22,15.256638952525304,15.255395507812525
2024-01-02,23,14.92321448797824,14.802407836914083
2024-01-03,0,14.618529596853215,14.444070434570335
2024-01-03,1,14.422000075288368,14.202142333984398
2024-01-03,2,14.320767023504214,14.038201904296898
2024-01-03,3,15.839867155590456,15.614862060546898
2024-01-03,4,18.93416209180098,19.337808227539085
2024-01-03,5,21.37245058332915,22.03370056152346
2024-01-03,6,23.275208816207698,24.113931274414085
2024-01-03,7,24.46141279782561,24.95417175292971
2024-01-03,8,25.322944961448233,25.670327758789085
2024-01-03,9,25.833042884639458,26.227624511718773
2024-01-03,10,26.026213998121225,26.286172485351585
2024-01-03,11,25.817976324185345,25.991387939453148
2024-01-03,12,24.763794410581415,24.822793579101585
2024-01-03,13,22.860226831659286,22.96595153808596
2024-01-03,14,21.124214983968216,21.234552001953148
2024-01-03,15,20.009848468610105,19.930780029296898
2024-01-03,16,19.125689952277227,18.73084411621096
2024-01-03,17,18.236837470433976,17.678811645507835
2024-01-03,18,17.415974673004254,16.797647094726585
2024-01-03,19,16.752367077148616,16.303491210937523
