date,hour,predicted_temperature,actual_temperature
2024-01-01,0,14.746777,14.664117431640648
2024-01-01,1,14.476194,14.370996093750025
2024-01-01,2,15.235089,14.239648437500025
2024-01-01,3,15.806011,16.01294860839846
2024-01-01,4,18.773767,19.77295837402346
2024-01-01,5,22.988054,22.67696533203128
2024-01-01,6,24.817692,24.899819946289085
2024-01-01,7,26.344482,26.105981445312523
2024-01-01,8,26.793486,26.92539367675783
2024-01-01,9,27.18722,27.46784362792971
2024-01-01,10,27.421263,27.600167846679707
2024-01-01,11,27.049114,27.333245849609398
2024-01-01,12,26.064949,26.27878723144533
2024-01-01,13,24.31501,24.439385986328148
2024-01-01,14,22.444284,22.5058532714844
2024-01-01,15,20.98767,21.232827758789085
2024-01-01,16,20.201971,20.204980468750023
2024-01-01,17,19.253275,19.24524841308596
2024-01-01,18,18.322393,18.398004150390648
2024-01-01,19,17.634521,17.60004577636721
2024-01-01,20,16.936348,17.043267822265648
2024-01-01,21,16.537542,16.583398437500023
2024-01-01,22,16.112762,16.232812500000023
2024-01-01,23,15.796282,15.975381469726582
2024-01-02,0,15.570635,15.749337768554708
2024-01-02,1,15.560142,15.601007080078148
2024-01-02,2,16.452091,15.53789672851565
2024-01-02,3,16.828186,16.83747253417971
2024-01-02,4,19.11394,19.976373291015648
2024-01-02,5,22.87644,22.43674621582033
2024-01-02,6,24.19355,24.46775207519533
2024-01-02,7,25.724953,25.7575622558594
2024-01-02,8,26.38031,26.778054809570328
2024-01-02,9,27.079773,27.352243041992207
2024-01-02,10,27.332733,27.52857360839846
2024-01-02,11,27.195646,27.298318481445328
2024-01-02,12,26.16273,26.171197509765648
2024-01-02,13,24.208548,24.081597900390648
2024-01-02,14,22.031898,22.574304199218773
2024-01-02,15,21.356218,21.452996826171898
2024-01-02,16,20.450123,20.423760986328148
2024-01-02,17,19.491446,19.423211669921898
2024-01-02,18,18.489151,18.472741699218773
2024-01-02,19,17.68991,17.266198730468773
2024-01-02,20,16.551727,16.600579833984398
2024-01-02,21,16.09372,15.9730163574219
2024-01-02,22,15.514597,15.433129882812526
2024-01-02,23,15.026978,14.974282836914085
2024-01-03,0,14.691497,14.590554809570337
2024-01-03,1,14.524846,14.327142333984398
2024-01-03,2,15.537197,14.145623779296898
2024-01-03,3,15.758301,15.708612060546898
2024-01-03,4,18.154787,19.359292602539085
2024-01-03,5,22.533718,22.04346618652346
2024-01-03,6,24.097326,24.160806274414085
2024-01-03,7,25.571701,25.07135925292971
2024-01-03,8,25.658083,25.756265258789085
2024-01-03,9,25.90986,26.325280761718773
2024-01-03,10,26.250483,26.401406860351585
2024-01-03,11,25.617144,26.100762939453148
2024-01-03,12,24.790915,24.885293579101585
2024-01-03,13,22.893196,22.98743591308596
2024-01-03,14,21.163567,21.318536376953148
2024-01-03,15,19.987556,20.079217529296898
2024-01-03,16,19.04528,18.95545349121096
2024-01-03,17,17.987616,17.922952270507835
2024-01-03,18,17.045502,17.008584594726585
2024-01-03,19,16.29656,16.490991210937523
2024-01-03,20,15.970017,16.217187500000023
2024-01-03,21,15.828731,15.948571777343771
2024-01-03,22,15.587567,15.671380615234396
2024-01-03,23,15.321471,15.378442382812525
2024-01-04,0,15.075266,15.11402282714846
2024-01-04,1,14.896005,14.90552673339846
2024-01-04,2,15.627573,14.721475219726582
2024-01-04,3,15.983506,15.788385009765646
2024-01-04,4,17.955612,18.54685363769533
2024-01-04,5,21.305918,20.979821777343773
2024-01-04,6,22.874554,23.04969177246096
