date,hour,predicted_temperature,actual_temperature
2024-01-01,0,15.994428152340843,14.462946
2024-01-01,1,15.468061976330903,14.115137
2024-01-01,2,15.015485660059552,13.870508
2024-01-01,3,16.61215343627885,15.665293
2024-01-01,4,20.442860923899417,19.54249
2024-01-01,5,23.432333746954615,22.425013
2024-01-01,6,25.644442694593273,24.68107
2024-01-01,7,26.901145985170057,25.94192
2024-01-01,8,27.72483761662344,26.77891
2024-01-01,9,28.178131262698926,27.333078
2024-01-01,10,28.320778131399376,27.48884
2024-01-01,11,28.029405189969467,27.231684
2024-01-01,12,26.910102213958556,26.171366
2024-01-01,13,25.02743328923468,24.37298
2024-01-01,14,23.076581546596852,22.480463
2024-01-01,15,21.682067122394372,21.187906
2024-01-01,16,20.493599546618324,20.132715
2024-01-01,17,19.29632486873168,19.14564
2024-01-01,18,18.230591472756426,18.296442
2024-01-01,19,17.51074448818571,17.49653
2024-01-01,20,16.930112347279746,16.918268
2024-01-01,21,16.32623131800328,16.411524
2024-01-01,22,15.75630759923212,15.988672
2024-01-01,23,15.212448290001515,15.688272
2024-01-02,0,15.994428152340843,15.442698
2024-01-02,1,15.468061976330903,15.274836
2024-01-02,2,15.015485660059552,15.186335
2024-01-02,3,16.61215343627885,16.524973
2024-01-02,4,20.442860923899417,19.814264
2024-01-02,5,23.432333746954615,22.270731
2024-01-02,6,25.644442694593273,24.336893
2024-01-02,7,26.901145985170057,25.675531
2024-01-02,8,27.72483761662344,26.707743
2024-01-02,9,28.178131262698926,27.29951
2024-01-02,10,28.320778131399376,27.477793
2024-01-02,11,28.029405189969467,27.243631
2024-01-02,12,26.910102213958556,26.093073
2024-01-02,13,25.02743328923468,23.997614
2024-01-02,14,23.076581546596852,22.511805
2024-01-02,15,21.682067122394372,21.388544
2024-01-02,16,20.493599546618324,20.34173
2024-01-02,17,19.29632486873168,19.327509
2024-01-02,18,18.230591472756426,18.37118
2024-01-02,19,17.51074448818571,17.168543
2024-01-02,20,16.930112347279746,16.483393
2024-01-02,21,16.32623131800328,15.834345
2024-01-02,22,15.75630759923212,15.25149
2024-01-02,23,15.212448290001515,14.718424
2024-01-03,0,15.994428152340843,14.23118
2024-01-03,1,15.468061976330903,13.842768
2024-01-03,2,15.015485660059552,13.53039
2024-01-03,3,16.61215343627885,15.161737
2024-01-03,4,20.442860923899417,19.07023
2024-01-03,5,23.432333746954615,21.793467
2024-01-03,6,25.644442694593273,23.971354
2024-01-03,7,26.901145985170057,25.003
2024-01-03,8,27.72483761662344,25.742594
2024-01-03,9,28.178131262698926,26.317469
2024-01-03,10,28.320778131399376,26.413126
2024-01-03,11,28.029405189969467,26.133966
2024-01-03,12,26.910102213958556,24.918497
2024-01-03,13,25.02743328923468,23.04603
2024-01-03,14,23.076581546596852,21.322443
2024-01-03,15,21.682067122394372,20.057734
2024-01-03,16,20.493599546618324,18.900766
2024-01-03,17,19.29632486873168,17.868265
2024-01-03,18,18.230591472756426,16.96171
2024-01-03,19,17.51074448818571,16.287867
2024-01-03,20,16.930112347279746,15.910547
2024-01-03,21,16.32623131800328,15.616541
2024-01-03,22,15.75630759923212,15.378412
2024-01-03,23,15.212448290001515,15.132349
2024-01-04,0,15.994428152340843,14.92457
2024-01-04,1,15.468061976330903,14.745371
2024-01-04,2,15.015485660059552,14.565226
2024-01-04,3,16.61215343627885,15.62237
2024-01-04,4,20.442860923899417,18.460917
2024-01-04,5,23.432333746954615,20.905603
2024-01-04,6,25.644442694593273,22.981333
2024-01-04,7,26.901145985170057,24.384607
2024-01-04,8,27.72483761662344,25.502298
2024-01-04,9,28.178131262698926,26.159494
2024-01-04,10,28.320778131399376,26.273508
2024-01-04,11,28.029405189969467,25.81048
2024-01-04,12,26.910102213958556,24.350962
2024-01-04,13,25.02743328923468,22.053217
2024-01-04,14,23.076581546596852,20.385874
2024-01-04,15,21.682067122394372,19.069986
2024-01-04,16,20.493599546618324,17.904917
2024-01-04,17,19.29632486873168,16.825922
2024-01-04,18,18.230591472756426,15.951441
2024-01-04,19,17.51074448818571,15.314661
2024-01-04,20,16.930112347279746,14.883966
2024-01-04,21,16.32623131800328,14.609827
2024-01-04,22,15.75630759923212,14.3979435
2024-01-04,23,15.212448290001515,14.208872
2024-01-05,0,15.994428152340843,14.054819
2024-01-05,1,15.468061976330903,13.941004
2024-01-05,2,15.015485660059552,13.866358
2024-01-05,3,16.61215343627885,15.366114
2024-01-05,4,20.442860923899417,18.37057
2024-01-05,5,23.432333746954615,20.88798
2024-01-05,6,25.644442694593273,23.007288
2024-01-05,7,26.901145985170057,24.154718
2024-01-05,8,27.72483761662344,25.14654
2024-01-05,9,28.178131262698926,25.670252
2024-01-05,10,28.320778131399376,25.862162
2024-01-05,11,28.029405189969467,25.582315
2024-01-05,12,26.910102213958556,24.371164
2024-01-05,13,25.02743328923468,22.247263
2024-01-05,14,23.076581546596852,20.706171
2024-01-05,15,21.682067122394372,19.53251
2024-01-05,16,20.493599546618324,18.461542
2024-01-05,17,19.29632486873168,17.479044
2024-01-05,18,18.230591472756426,16.60357
2024-01-05,19,17.51074448818571,15.728373
2024-01-05,20,16.930112347279746,15.356882
2024-01-05,21,16.32623131800328,15.126322
2024-01-05,22,15.75630759923212,14.96763
2024-01-05,23,15.212448290001515,14.78071
2024-01-06,0,15.994428152340843,14.576441
2024-01-06,1,15.468061976330903,14.345728
2024-01-06,2,15.015485660059552,14.143152
2024-01-06,3,16.61215343627885,15.317011
2024-01-06,4,20.442860923899417,18.08053
