date,hour,predicted_temperature,actual_temperature
2024-01-01,0,15.506948821112733,14.664117431640648
2024-01-01,1,15.382649336935291,14.370996093750025
2024-01-01,2,15.954922755767862,14.239648437500025
2024-01-01,3,17.386903880647193,16.01294860839846
2024-01-01,4,19.434067695373454,19.77295837402346
2024-01-01,5,21.562868676201884,22.67696533203128
2024-01-01,6,23.2818427098049,24.899819946289085
2024-01-01,7,24.41149435948283,26.105981445312523
2024-01-01,8,25.07839695124158,26.925393676757835
2024-01-01,9,25.471767787580937,27.46784362792971
2024-01-01,10,25.608932609050534,27.60016784667971
2024-01-01,11,25.326771815784014,27.3332458496094
2024-01-01,12,24.486493455315024,26.27878723144533
2024-01-01,13,23.175250794730363,24.439385986328148
2024-01-01,14,21.70288130243904,22.5058532714844
2024-01-01,15,20.399602717164854,21.232827758789085
2024-01-01,16,19.40985139645219,20.204980468750023
2024-01-01,17,18.665744312900525,19.24524841308596
2024-01-01,18,18.034889364994953,18.398004150390648
2024-01-01,19,17.47013865133427,17.60004577636721
2024-01-01,20,17.01093820750646,17.043267822265648
2024-01-01,21,16.664512832196827,16.583398437500023
2024-01-01,22,16.335292135318177,16.232812500000023
2024-01-01,23,15.919715692171268,15.975381469726583
2024-01-02,0,15.490679434493748,15.74933776855471
2024-01-02,1,15.366055923849707,15.601007080078148
2024-01-02,2,15.93815172616882,15.537896728515648
2024-01-02,3,17.37011844437748,16.83747253417971
2024-01-02,4,19.41744414263583,19.976373291015648
2024-01-02,5,21.54659241015031,22.43674621582033
2024-01-02,6,23.266104110074366,24.46775207519533
2024-01-02,7,24.396484532649417,25.7575622558594
2024-01-02,8,25.064303404066287,26.77805480957033
2024-01-02,9,25.458770064638944,27.35224304199221
2024-01-02,10,25.597197961697933,27.52857360839846
2024-01-02,11,25.31645098839019,27.29831848144533
2024-01-02,12,24.477716673327077,26.171197509765648
2024-01-02,13,23.168124015466088,24.081597900390648
2024-01-02,14,21.697482767844033,22.574304199218773
2024-01-02,15,20.395979843857468,21.452996826171898
2024-01-02,16,19.408018053299994,20.423760986328148
2024-01-02,17,18.665678548581827,19.423211669921898
2024-01-02,18,18.036531641801403,18.472741699218773
2024-01-02,19,17.47339061850837,17.266198730468773
2024-01-02,20,17.01566202588045,16.600579833984398
2024-01-02,21,16.67053105772792,15.973016357421898
2024-01-02,22,16.342388177503153,15.433129882812525
2024-01-02,23,15.927634867115344,14.974282836914083
2024-01-03,0,15.499130617077231,14.590554809570335
2024-01-03,1,15.374713776190479,14.327142333984398
2024-01-03,2,15.946659459245634,14.145623779296898
2024-01-03,3,17.37809107354281,15.708612060546898
2024-01-03,4,19.424472213630235,19.359292602539085
2024-01-03,5,21.55224618423565,22.04346618652346
2024-01-03,6,23.26993818091568,24.160806274414085
2024-01-03,7,24.398042814861398,25.07135925292971
2024-01-03,8,25.063124409365866,25.756265258789085
2024-01-03,9,25.45439237981924,26.325280761718773
2024-01-03,10,25.58916586200439,26.401406860351585
2024-01-03,11,25.304320139362297,26.100762939453148
2024-01-03,12,24.461059870273136,24.885293579101585
2024-01-03,13,23.14653688754317,22.98743591308596
2024-01-03,14,21.670589354889696,21.318536376953148
2024-01-03,15,20.36343795508524,20.079217529296898
2024-01-03,16,19.36952433629318,18.95545349121096
2024-01-03,17,18.62097321993776,17.922952270507835
2024-01-03,18,17.985402831069745,17.008584594726585
2024-01-03,19,17.415678265950476,16.490991210937523
2024-01-03,20,16.951261265032514,16.217187500000023
2024-01-03,21,16.599395022343355,15.948571777343773
2024-01-03,22,16.264530194441672,15.671380615234398
2024-01-03,23,15.843130015859856,15.378442382812525
2024-01-04,0,15.40811663624301,15.11402282714846
2024-01-04,1,15.277391285503509,14.90552673339846
2024-01-04,2,15.843291462097504,14.721475219726583
2024-01-04,3,17.269001723272353,15.788385009765648
2024-01-04,4,19.3100448606522,18.54685363769533
2024-01-04,5,21.432920745854517,20.979821777343773
2024-01-04,6,23.146207876024867,23.04969177246096
2024-01-04,7,24.270450287392134,24.431481933593773
2024-01-04,8,24.932257251561204,25.545266723632835
2024-01-04,9,25.320878077745636,26.20832214355471
2024-01-04,10,25.45366621589032,26.31257019042971
2024-01-04,11,25.167525239253596,25.818292236328148
2024-01-04,12,24.323681711365932,24.36853942871096
2024-01-04,13,23.00930269439856,22.0668884277344
2024-01-04,14,21.534234667189352,20.41907653808596
2024-01-04,15,20.22869953234834,19.116860961914085
2024-01-04,16,19.23713296074936,17.95179138183596
2024-01-04,17,18.491646493567917,16.861077880859398
2024-01-04,18,17.85983806527712,16.011987304687523
2024-01-04,19,17.294545544075557,15.445520019531273
2024-01-04,20,16.835196741994746,15.130059814453148
2024-01-04,21,16.488994525717544,14.955529785156273
2024-01-04,22,16.16034320540668,14.798333740234398
2024-01-04,23,15.745654114104676,14.62098083496096
2024-01-05,0,15.317792481706826,14.47083435058596
2024-01-05,1,15.194598183277082,14.351159667968773
2024-01-05,2,15.768343539599385,14.272607421875025
2024-01-05,3,17.202144750542228,15.717675781250025
2024-01-05,4,19.251453763080914,18.52486572265628
2024-01-05,5,21.38269786687035,21.009072875976585
2024-01-05,6,23.104382028965283,23.10885009765628
2024-01-05,7,24.236976604357004,24.184014892578148
2024-01-05,8,24.907017803541656,25.156304931640648
2024-01-05,9,25.303683237516736,25.650720214843773
2024-01-05,10,25.44425674958838,25.819192504882835
2024-01-05,11,25.165575124478988,25.527627563476585
2024-01-05,12,24.328801670452957,24.34186706542971
2024-01-05,13,23.021044402606183,22.22773132324221
2024-01-05,14,21.552095568420132,20.686639404296898
2024-01-05,15,20.252128188831122,19.538369750976585
2024-01-05,16,19.26553487546936,18.492791748046898
2024-01-05,17,18.524390356768432,17.518106079101585
2024-01-05,18,17.89626237044307,16.646539306640648
2024-01-05,19,17.33396549889701,15.868997192382835
2024-01-05,20,16.876911381899777,15.57758483886721
2024-01-05,21,16.532293938438702,15.386087036132835
2024-01-05,22,16.20451578979117,15.211770629882835
2024-01-05,23,15.7899938080589,14.98383483886721
2024-01-06,0,15.361605887046268,14.744409179687525
2024-01-06,1,15.237211497838526,14.490258789062525
2024-01-06,2,15.80910919687907,14.277917480468773
2024-01-06,3,17.240447682103788,15.555291748046898
2024-01-06,4,19.28671722724754,18.13912353515628
2024-01-06,5,21.41438880895506,20.52582702636721
2024-01-06,6,23.132015938384775,22.595010375976585
2024-01-06,7,24.26012180988703,23.890176391601585
2024-01-06,8,24.925299138854523,24.93161926269533
2024-01-06,9,25.316785017683014,25.55982360839846
2024-01-06,10,25.451925032434158,25.757928466796898
2024-01-06,11,25.167619258967466,25.41695556640628
2024-01-06,12,24.325095142564937,24.0998474121094
2024-01-06,13,23.011524976269794,21.83606872558596
2024-01-06,14,21.53676470797453,20.326455688476585
2024-01-06,15,20.231049760037905,19.254495239257835
2024-01-06,16,19.23883314662318,18.516198730468773
2024-01-06,17,18.4922473491485,18.05463562011721
2024-01-06,18,17.858914614025615,17.795510864257835
2024-01-06,19,17.29170023815898,17.061013793945335
2024-01-06,20,16.83006227015438,16.762963867187523
2024-01-06,21,16.481236266464606,16.40155944824221
2024-01-06,22,16.14966131608667,16.027185058593773
2024-01-06,23,15.731785273306826,15.697671508789083
2024-01-07,0,15.300511291540902,15.499230957031273
2024-01-07,1,15.173718203010452,15.189431762695335
2024-01-07,2,15.743717901765166,14.99976501464846
2024-01-07,3,17.173666336426166,16.122109985351585
2024-01-07,4,19.219054967097026,18.383828735351585
2024-01-07,5,21.346350016805307,20.7497497558594
2024-01-07,6,23.064094518150146,22.837670898437523
2024-01-07,7,24.192795739062994,23.853189086914085
2024-01-07,8,24.859025334544793,25.079156494140648
2024-01-07,9,25.251994552908158,25.63962707519533
2024-01-07,10,25.389018756869923,25.886804199218773
2024-01-07,11,25.106963894214534,25.759301757812523
2024-01-07,12,24.26701991311479,24.887963867187523
2024-01-07,13,22.95631881028182,23.26801452636721
2024-01-07,14,21.484674015215326,22.11545715332033
2024-01-07,15,20.182276785672617,21.245690917968773
2024-01-07,16,19.19353491322088,20.843667602539085
2024-01-07,17,18.450535206471034,20.464883422851585
2024-01-07,18,17.820854408673945,20.29969177246096
2024-01-07,19,17.257313091343583,19.1926208496094
2024-01-07,20,16.79932592861371,18.8525329589844
2024-01-07,21,16.454086987818368,18.478662109375023
2024-01-07,22,16.125996258650634,18.276025390625023
2024-01-07,23,15.711465365935826,18.093560791015648
2024-01-08,0,15.283364545528157,18.26612243652346
2024-01-08,1,15.159543402861091,18.293542480468773
2024-01-08,2,15.732288596157954,18.40107116699221
2024-01-08,3,17.164735056094763,19.171197509765648
2024-01-08,4,19.21235761936517,20.54358825683596
2024-01-08,5,21.341610420408653,22.1462341308594
